Id,Percentage in Operating Systems,Percentage in Algorithms,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Communication skills rating,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,Certifications 1,Certifications 2,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Management or Technical,worked in teams ever?,Introvert,Suggested Job Role
5363,80,90,78,72,72,84,88,67,5,4,1,5,4,no,yes,yes,r programming,database security,poor,excellent,networks,cloud computing,job,product development,Technical,yes,yes,Information Technology Manager
5364,68,94,79,93,83,92,60,89,5,5,2,9,8,no,yes,yes,shell programming,testing,excellent,poor,IOT,developer,job,product development,Technical,yes,yes,Network Engineer
5365,74,94,64,84,90,76,75,65,9,2,2,6,4,yes,no,yes,information security,game development,medium,excellent,Software Engineering,security,job,Sales and Marketing,Technical,yes,yes,Business Intelligence Analyst
5366,90,69,64,78,93,84,80,70,12,9,2,9,7,no,no,no,distro making,system designing,excellent,poor,cloud computing,testing,job,Testing and Maintainance Services,Technical,yes,yes,Programmer Analyst
5367,79,67,86,65,71,86,68,73,6,8,2,9,3,no,no,yes,shell programming,cloud computing,poor,poor,data engineering,cloud computing,higherstudies,Sales and Marketing,Management,no,yes,Data Architect
5368,79,91,62,84,91,71,61,93,12,3,5,6,8,yes,no,no,full stack,game development,medium,poor,hacking,Business process analyst,job,SAaS services,Management,yes,no,CRM Technical Developer
5369,61,89,76,60,64,74,60,65,4,2,6,4,9,yes,yes,no,shell programming,game development,excellent,poor,hacking,cloud computing,higherstudies,Sales and Marketing,Technical,yes,no,Design & UX
5370,77,82,87,70,94,70,89,86,9,7,3,6,1,yes,yes,yes,app development,cloud computing,medium,poor,Management,cloud computing,higherstudies,Sales and Marketing,Technical,no,no,Network Security Administrator
5371,90,74,72,69,70,70,76,79,10,4,4,3,4,yes,no,yes,r programming,hacking,excellent,medium,Software Engineering,security,higherstudies,Sales and Marketing,Management,yes,yes,Design & UX
5372,76,69,85,61,61,89,81,62,9,2,3,9,4,yes,no,yes,distro making,game development,poor,poor,Computer Architecture,developer,higherstudies,Cloud Services,Technical,no,yes,Software Systems Engineer
5373,81,60,87,93,67,85,88,71,6,2,1,7,4,yes,yes,no,app development,data science,medium,poor,IOT,system developer,higherstudies,Finance,Management,yes,yes,Business Systems Analyst
5374,64,90,83,81,72,71,80,72,6,1,6,3,9,no,yes,no,information security,testing,poor,medium,parallel computing,security,job,Service Based,Technical,yes,yes,Software Engineer
5375,61,69,91,69,72,70,86,69,8,9,6,3,9,no,yes,no,python,cloud computing,excellent,poor,Software Engineering,security,higherstudies,Service Based,Management,no,no,CRM Business Analyst
5376,81,89,61,75,72,94,75,93,12,6,4,3,1,no,no,yes,information security,game development,poor,excellent,programming,Business process analyst,higherstudies,product development,Management,no,yes,Portal Administrator
5377,91,61,84,93,64,66,84,61,11,6,6,8,2,yes,yes,no,hadoop,database security,excellent,poor,cloud computing,cloud computing,higherstudies,Cloud Services,Technical,no,yes,Database Manager
5378,94,67,67,71,76,94,64,88,7,2,3,3,6,yes,no,yes,information security,web technologies,medium,excellent,Computer Architecture,security,higherstudies,Cloud Services,Management,yes,yes,Network Engineer
5379,90,85,74,76,65,76,86,86,5,7,2,8,7,no,no,no,hadoop,hacking,poor,excellent,data engineering,Business process analyst,higherstudies,Sales and Marketing,Management,no,no,Quality Assurance Associate
5380,73,73,74,67,73,92,68,84,10,9,2,3,7,yes,yes,yes,app development,data science,excellent,excellent,IOT,security,job,Service Based,Technical,yes,no,Portal Administrator
5381,61,89,82,74,60,91,74,71,5,4,5,8,5,yes,yes,no,distro making,hacking,excellent,medium,hacking,developer,higherstudies,product development,Technical,yes,yes,Information Technology Auditor
5382,60,70,93,66,92,80,94,65,7,5,4,6,7,yes,yes,yes,python,database security,poor,poor,programming,cloud computing,higherstudies,Sales and Marketing,Technical,yes,yes,Software Systems Engineer
5383,84,62,77,62,69,88,75,88,9,7,1,3,9,no,yes,no,hadoop,hacking,excellent,excellent,cloud computing,security,higherstudies,Testing and Maintainance Services,Management,no,yes,Project Manager
5384,92,90,62,61,70,83,76,63,4,5,4,5,8,no,yes,yes,python,testing,excellent,medium,IOT,Business process analyst,higherstudies,BPA,Management,yes,yes,Business Systems Analyst
5385,61,94,88,89,63,76,73,81,9,1,4,7,4,yes,no,no,r programming,testing,medium,excellent,cloud computing,system developer,higherstudies,Finance,Management,yes,yes,Project Manager
5386,71,77,82,91,69,73,82,93,10,6,5,6,7,no,yes,yes,r programming,data science,excellent,poor,IOT,system developer,job,BPA,Technical,no,yes,CRM Technical Developer
5387,75,81,63,68,87,63,84,94,10,2,2,4,5,no,no,yes,distro making,hacking,poor,excellent,Software Engineering,developer,job,Service Based,Management,no,yes,Network Security Administrator
5388,79,92,75,88,64,65,77,74,6,1,2,2,8,no,yes,yes,information security,system designing,excellent,excellent,Management,Business process analyst,job,product development,Management,no,no,E-Commerce Analyst
5389,76,70,79,67,69,87,79,88,9,4,4,2,4,yes,no,no,python,database security,medium,excellent,networks,system developer,higherstudies,Sales and Marketing,Management,no,no,Project Manager
5390,62,81,94,74,85,93,65,78,7,7,0,9,5,yes,no,yes,shell programming,data science,excellent,medium,hacking,developer,higherstudies,Sales and Marketing,Technical,yes,yes,E-Commerce Analyst
5391,83,91,93,73,61,84,86,72,7,2,1,8,2,yes,yes,yes,full stack,system designing,poor,medium,data engineering,developer,job,Testing and Maintainance Services,Technical,no,yes,Network Security Engineer
5392,92,87,87,64,60,61,64,83,6,6,2,9,4,no,yes,yes,machine learning,database security,excellent,medium,parallel computing,Business process analyst,job,product development,Management,no,yes,Network Security Administrator
5393,64,78,67,85,93,82,77,93,7,9,4,6,2,yes,yes,no,full stack,system designing,medium,poor,Management,security,job,Sales and Marketing,Management,no,no,Information Technology Manager
5394,81,71,72,65,92,91,67,81,6,3,6,4,1,yes,yes,no,distro making,web technologies,medium,excellent,parallel computing,developer,job,Cloud Services,Management,no,no,Software Quality Assurance (QA) / Testing
5395,67,77,70,64,77,61,76,66,11,2,4,4,7,yes,no,yes,distro making,system designing,poor,medium,IOT,Business process analyst,higherstudies,Web Services,Management,yes,yes,Technical Support
5396,66,91,73,92,64,81,77,81,5,5,4,2,5,no,no,no,hadoop,data science,poor,poor,programming,system developer,job,Sales and Marketing,Technical,yes,no,E-Commerce Analyst
5397,77,92,88,89,67,60,85,75,5,2,1,2,8,yes,yes,yes,python,cloud computing,poor,excellent,programming,system developer,higherstudies,SAaS services,Technical,no,no,Project Manager
5398,62,78,91,83,81,61,65,73,6,8,3,4,3,no,yes,no,hadoop,database security,excellent,poor,cloud computing,security,higherstudies,Cloud Services,Technical,yes,yes,Database Administrator
5399,80,80,78,68,84,61,79,85,9,2,5,6,3,no,no,yes,r programming,game development,poor,medium,hacking,developer,higherstudies,product development,Management,yes,yes,Network Security Administrator
5400,71,65,67,78,69,65,94,92,9,4,0,6,4,no,yes,no,r programming,system designing,medium,excellent,data engineering,Business process analyst,job,Finance,Technical,yes,no,Information Security Analyst
5401,86,84,70,86,72,73,60,86,12,3,2,2,7,no,yes,yes,hadoop,web technologies,poor,excellent,networks,Business process analyst,higherstudies,Finance,Technical,no,no,Software Engineer
5402,71,60,60,76,91,93,61,88,8,4,0,5,2,no,no,yes,r programming,system designing,medium,poor,programming,testing,higherstudies,SAaS services,Management,no,no,Programmer Analyst
5403,68,87,66,94,87,88,75,60,9,4,5,9,3,no,no,no,distro making,testing,medium,medium,Software Engineering,cloud computing,higherstudies,product development,Technical,yes,no,Business Systems Analyst
5404,61,85,62,74,85,70,69,79,5,3,2,6,3,no,no,yes,hadoop,game development,medium,poor,data engineering,Business process analyst,job,BPA,Management,no,yes,Information Technology Manager
5405,68,89,64,71,81,73,86,87,7,8,1,2,2,no,yes,yes,app development,hacking,excellent,medium,programming,testing,job,BPA,Management,yes,no,Database Administrator
5406,75,69,64,61,66,92,68,63,10,1,4,9,3,yes,yes,yes,information security,data science,excellent,excellent,programming,system developer,higherstudies,product development,Management,yes,yes,Web Developer
5407,87,77,77,68,85,94,69,62,9,9,5,5,9,yes,yes,yes,hadoop,database security,excellent,excellent,networks,cloud computing,job,Finance,Technical,no,yes,Design & UX
5408,86,92,77,71,90,61,81,80,11,4,5,2,1,yes,yes,yes,app development,cloud computing,medium,poor,cloud computing,security,higherstudies,Finance,Management,yes,no,Network Engineer
5409,75,71,85,80,89,72,82,69,8,6,3,1,4,no,no,yes,python,hacking,medium,poor,networks,developer,job,Product based,Management,yes,no,Business Intelligence Analyst
5410,77,90,87,77,62,68,86,91,10,5,0,8,6,no,yes,no,information security,cloud computing,poor,medium,parallel computing,testing,job,Finance,Management,no,yes,Database Developer
5411,60,92,67,85,73,90,76,88,12,7,5,3,9,no,yes,no,hadoop,hacking,poor,poor,Computer Architecture,Business process analyst,higherstudies,Product based,Management,no,no,Systems Analyst
5412,71,84,67,68,76,86,89,61,5,9,4,8,1,no,yes,yes,app development,hacking,excellent,medium,data engineering,security,higherstudies,Service Based,Technical,yes,no,Network Security Administrator
5413,83,60,94,72,81,63,79,67,6,6,0,2,7,yes,yes,yes,hadoop,hacking,medium,poor,cloud computing,Business process analyst,higherstudies,Testing and Maintainance Services,Management,no,no,Software Systems Engineer
5414,86,92,71,82,76,87,63,76,10,9,6,4,4,yes,yes,yes,hadoop,game development,medium,medium,programming,system developer,job,SAaS services,Management,no,no,Business Intelligence Analyst
5415,83,68,91,83,60,69,87,83,6,2,5,7,6,yes,no,yes,r programming,cloud computing,medium,excellent,networks,Business process analyst,higherstudies,Testing and Maintainance Services,Technical,yes,yes,CRM Technical Developer
5416,72,60,66,73,94,62,78,71,12,4,0,5,2,yes,yes,yes,distro making,cloud computing,medium,excellent,IOT,testing,job,SAaS services,Technical,no,yes,Systems Analyst
5417,61,82,86,94,69,73,91,62,11,7,0,1,3,yes,yes,no,information security,database security,poor,poor,data engineering,cloud computing,higherstudies,Cloud Services,Technical,no,no,Software Systems Engineer
5418,60,91,61,65,79,84,82,94,6,7,6,4,9,no,yes,no,app development,cloud computing,medium,poor,networks,testing,job,Sales and Marketing,Technical,no,yes,Information Technology Auditor
5419,87,92,90,86,63,73,89,65,5,2,5,3,9,yes,yes,no,hadoop,web technologies,medium,medium,Software Engineering,cloud computing,job,Web Services,Management,yes,yes,Database Developer
5420,70,66,64,90,79,78,94,89,5,2,0,2,1,no,yes,yes,machine learning,system designing,excellent,medium,cloud computing,Business process analyst,higherstudies,Sales and Marketing,Management,no,no,Software Systems Engineer
5421,72,67,84,60,85,70,66,86,4,9,1,9,3,no,yes,no,shell programming,testing,poor,medium,IOT,testing,higherstudies,Testing and Maintainance Services,Technical,yes,no,E-Commerce Analyst
5422,86,90,79,62,80,73,90,91,7,3,5,4,5,yes,no,no,app development,game development,medium,medium,Computer Architecture,developer,job,Cloud Services,Technical,no,yes,Network Security Administrator
5423,60,77,61,79,90,83,73,71,8,9,2,9,3,yes,yes,no,full stack,web technologies,poor,excellent,data engineering,Business process analyst,higherstudies,Product based,Management,no,no,Database Administrator
5424,91,68,83,75,60,69,88,91,8,9,3,4,6,yes,no,no,information security,data science,excellent,excellent,cloud computing,Business process analyst,job,BPA,Technical,yes,yes,Software Quality Assurance (QA) / Testing
5425,66,84,74,75,74,67,81,84,12,5,2,9,4,no,yes,yes,machine learning,testing,medium,poor,programming,testing,higherstudies,product development,Technical,no,yes,Solutions Architect
5426,86,91,73,87,88,73,74,91,4,1,5,3,1,no,no,no,app development,game development,poor,excellent,hacking,cloud computing,higherstudies,Product based,Technical,yes,no,CRM Business Analyst
5427,88,79,74,69,60,67,93,62,8,8,3,4,6,yes,yes,yes,distro making,database security,medium,excellent,networks,developer,higherstudies,SAaS services,Management,yes,yes,Design & UX
5428,61,64,75,77,76,80,75,74,10,2,3,4,2,no,yes,yes,machine learning,testing,excellent,poor,Software Engineering,developer,higherstudies,Sales and Marketing,Management,no,no,Portal Administrator
5429,67,75,88,82,63,76,92,63,9,4,3,6,9,no,no,no,full stack,game development,poor,excellent,cloud computing,cloud computing,higherstudies,Sales and Marketing,Technical,yes,no,Business Systems Analyst
5430,79,63,65,80,65,94,67,81,10,4,1,1,1,no,no,no,information security,database security,medium,poor,Computer Architecture,cloud computing,higherstudies,Web Services,Technical,no,no,Database Developer
5431,62,70,77,70,68,93,71,78,6,9,2,1,1,yes,yes,yes,distro making,game development,poor,poor,cloud computing,system developer,job,Testing and Maintainance Services,Technical,yes,yes,Technical Support
5432,84,93,60,73,77,65,76,87,6,7,2,3,9,no,yes,no,machine learning,game development,excellent,poor,Software Engineering,cloud computing,higherstudies,Product based,Management,no,yes,Systems Security Administrator
5433,60,61,71,70,83,63,80,91,7,9,2,4,6,yes,yes,yes,app development,database security,excellent,medium,parallel computing,Business process analyst,higherstudies,Service Based,Management,yes,no,Database Administrator
5434,79,75,77,75,67,81,71,81,8,3,5,2,6,yes,no,yes,python,web technologies,excellent,poor,Computer Architecture,developer,higherstudies,Service Based,Management,no,no,Network Security Engineer
5435,63,78,89,85,67,63,76,75,11,7,6,5,1,yes,no,yes,machine learning,data science,poor,poor,Computer Architecture,Business process analyst,job,BPA,Technical,yes,no,Network Engineer
5436,88,73,77,84,83,86,92,67,10,5,5,4,2,yes,yes,no,full stack,hacking,excellent,medium,cloud computing,testing,job,Finance,Technical,yes,yes,Quality Assurance Associate
5437,89,70,90,66,87,63,67,76,11,1,0,4,9,yes,no,yes,python,system designing,poor,poor,Management,testing,higherstudies,Testing and Maintainance Services,Management,no,yes,Design & UX
5438,80,66,77,68,77,92,68,85,12,5,0,3,2,yes,no,no,python,database security,excellent,excellent,parallel computing,security,higherstudies,Product based,Technical,yes,yes,Quality Assurance Associate
5439,92,93,69,66,83,94,65,70,4,3,4,5,1,no,yes,yes,distro making,web technologies,poor,medium,Computer Architecture,Business process analyst,job,BPA,Technical,no,no,Web Developer
5440,67,78,71,76,77,67,76,83,10,9,4,4,5,yes,no,no,python,game development,medium,poor,cloud computing,cloud computing,job,Product based,Management,no,no,Database Manager
5441,79,72,66,79,81,63,85,77,7,9,2,9,5,yes,yes,yes,r programming,system designing,poor,medium,Computer Architecture,security,higherstudies,Web Services,Technical,no,yes,Technical Support
5442,80,72,72,74,72,74,87,86,4,1,3,8,7,yes,no,no,python,data science,excellent,poor,data engineering,cloud computing,higherstudies,Cloud Services,Technical,no,no,UX Designer
5443,76,86,94,81,82,85,68,64,5,6,3,1,5,no,no,no,r programming,game development,excellent,poor,Computer Architecture,system developer,higherstudies,Service Based,Technical,yes,yes,Technical Support
5444,77,88,66,90,77,93,93,76,11,3,6,2,1,yes,no,no,information security,testing,medium,poor,networks,cloud computing,job,SAaS services,Technical,yes,no,Design & UX
5445,69,73,67,93,90,63,66,82,10,1,1,9,2,no,yes,no,r programming,system designing,poor,excellent,Management,developer,job,Sales and Marketing,Management,no,yes,Project Manager
